Exer,Esc,RA_HASH,Cur,Ser,Per,Fingr,StIni,StFin,DtSitCur,CdDis,CurDis,SerDis,PerDis,G,T,L,OriDisc,StIniDisc,StFinDisc,DtStDisc,SemDisc,CritDisc,QtTrabalhos,KT,KP,P1,P2,PS1,P3,P4,PS2,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,MT,MP,MF,Partição,$R-P3,$RC-P3,$RI-P3
2015.000,EEM,84ff13fc86b79daf1971390d07fd3d4e,FB,1.000,D,VES,REG,RET,01-02-2016,EFB106,FB,1.000,D,12.000,24.000,48.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,1.5,1.5,1.5,1.5,1.5,$null$,9.5,4,5.5,5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,2,0.145,11
2015.000,EEM,06ad3da735f61dd3684a65d8cfedf8d1,FB,1.000,D,VES,REG,RET,01-02-2016,EFB106,FB,1.000,D,11.000,21.000,42.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,3.5,1,3,5.5,2.5,5,8.5,4,6.5,7.5,9,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,1.5,0.156,3
2015.000,EEM,0ae4e9adad43bf70db5c4056ea962a51,FB,1.000,D,VES,REG,PRO,01-02-2016,EFB106,FB,1.000,D,13.000,25.000,49.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,2.5,5.5,6.5,5,4.5,$null$,8.5,9,6.5,8,8,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,4d15693911a58ea14ec69afdd0d250ab,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,13.000,26.000,51.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,6.5,7.5,$null$,6,9.5,$null$,9,10,10,10,10,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,11fe5e7c0d2dd12a7a4d41f3c2a64ac7,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,13.000,26.000,52.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,4.5,5,5.5,6,6,$null$,7.5,8.5,9.5,6,9,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,1c8206a019ce7920c1293b00dbcf7fd5,FB,1.000,D,VES,REG,TRG,05-05-2015,EFB106,FB,1.000,D,14.000,27.000,53.000,REG,MAT,TRC,05-05-2015,AN,C2,5.000,0.3,0.7,8,$null$,$null$,$null$,$null$,$null$,$null$,10,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,0,0.217,4
2015.000,EEM,ff83114c28e6de0c284a1e4595976260,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,14.000,27.000,54.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,6.5,6.5,$null$,7.5,6.5,$null$,7.5,10,10,6.5,10,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,f1daaf917fb06030db556c89bf9f6fc1,FB,1.000,D,VES,REG,RET,01-02-2016,EFB106,FB,1.000,D,14.000,28.000,55.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,1,2,1.5,$null$,$null$,$null$,10,0.5,3,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,2,0.145,11
2015.000,EEM,dac368ff38ace23ce344be6222ec09fa,FB,1.000,D,VES,REG,RET,01-02-2016,EFB106,FB,1.000,D,14.000,28.000,56.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,0,0,1.5,0,1,2.5,8,6,7,7.5,6,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,1.5,0.156,3
2015.000,EEM,707863f6473202582b105d82106c55e6,FB,1.000,D,VES,REG,PRO,01-02-2016,EFB106,FB,1.000,D,8.000,15.000,29.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,1,4.5,4.5,4,7.5,$null$,8.5,7.5,5,8.5,10,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,0bda52c34035cbe839ed07a33d471f45,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,1.000,1.000,2.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,9,7.5,$null$,8,6.5,$null$,9,9,8.5,10,6,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,da88d32c62771ea342b4a7390bfd34a0,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,1.000,2.000,3.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,8.5,7.5,$null$,8.5,7,$null$,9,10,8.5,8,8,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,6.5,0.133,13
2015.000,EEM,aed501dbaea28e279270dc2c5a2e0213,FB,1.000,D,VES,REG,PRO,01-02-2016,EFB106,FB,1.000,D,1.000,2.000,4.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,2.5,3.5,5.5,4.5,6.5,$null$,9,6.5,6.5,7,7.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,98cf6c1ff5e6b2a4c40050a34eb82a44,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,2.000,3.000,6.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,2,4,6.5,5,5,$null$,8.5,6,6.5,8.5,8,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,9e0fdcf2998c7312e09f615cf1e8faee,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,2.000,4.000,7.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,5.5,6,4.5,9.5,4,$null$,8.5,8,6.5,6.5,8,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,c81a5b3c9649e0c836b8ad5f3607ce6c,FB,1.000,D,VES,REG,PRO,01-02-2016,EFB106,FB,1.000,D,3.000,5.000,10.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,4,5,4.5,6.5,6.5,$null$,8,5,9,8.5,8,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,6.5,0.133,13
2015.000,EEM,aae99e49179c663fae3a20c749899073,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,3.000,6.000,11.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,3.5,4,5,5.5,8.5,$null$,8.5,8,10,8.5,7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,4f043c2fed651ab8c19c4e3d37173d70,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,3.000,6.000,12.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,9,7.5,9,7,8,$null$,9,8.5,10,7,9.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,3da8e32239daddfea1f2e3ccfc54c122,FB,1.000,N,VES,REG,RET,01-02-2016,EFB106,FB,1.000,N,3.000,5.000,9.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,0,0,$null$,$null$,$null$,$null$,7.5,0,$null$,5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,1.5,0.156,3
2015.000,EEM,cbd87692b64823dc0906be2618f98a46,FB,1.000,N,VES,REG,PRO,01-02-2016,EFB106,FB,1.000,N,1.000,2.000,3.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,6,8.5,7,4.5,6.5,$null$,9,7.5,10,4,6,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,5,0.183,12
2015.000,EEM,82d917a76e7546176f75604c93fd3b3f,FB,1.000,D,VES,REG,PRO,01-02-2016,EFB106,FB,1.000,D,9.000,17.000,33.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,2,4.5,8,4,7.5,$null$,8.5,6,4.5,3,9,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,3574f2af32d0d8970400473c444ee034,FB,1.000,D,VES,REG,RET,01-02-2016,EFB106,FB,1.000,D,4.000,7.000,14.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,4.5,4.5,4.5,3.5,2,0,8,3,8,6,3.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,5.5,0.161,7
2015.000,EEM,ac0827406832ff39f3443d3f19ab3196,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,11.000,21.000,41.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,10,9,$null$,10,7.5,$null$,8,10,10,9,10,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,6.5,0.133,13
2015.000,EEM,95aa20a62d228b10093d63ed02b6803f,FB,1.000,N,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,N,3.000,6.000,11.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,10,9,$null$,7,8.5,$null$,7.5,10,10,10,8,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,5,0.183,12
2015.000,EEM,aa5f7bc6e9919f427775b4ee0a1cdbb9,FB,1.000,D,VES,REG,TRG,28-04-2015,EFB106,FB,1.000,D,4.000,8.000,15.000,REG,MAT,TRC,28-04-2015,AN,C2,5.000,0.3,0.7,0.5,$null$,$null$,$null$,$null$,$null$,$null$,7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,0,0.217,4
2015.000,EEM,fea2a223561675ffa3f2f4c370feaf86,FB,1.000,D,VES,REG,RET,01-02-2016,EFB106,FB,1.000,D,5.000,9.000,17.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,0.5,2.5,1.5,5,1.5,4,7,8,8,7,7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,2,0.145,11
2015.000,EEM,cad203ab6d96d5c16987dfc201a2a70f,FB,1.000,N,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,N,3.000,6.000,12.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,7,5.5,$null$,6,6,$null$,8.5,8,7,8,6,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,5,0.183,12
2015.000,EEM,a81875e40315e0a1183c47deee33f23a,FB,1.000,D,VES,REG,PRO,01-02-2016,EFB106,FB,1.000,D,5.000,10.000,19.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,5.5,5,6.5,6,6,$null$,9.5,9,9.5,9.5,9,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,12068e86074ba159eb7e9f41414e5820,FB,1.000,D,VES,REG,PRO,01-02-2016,EFB106,FB,1.000,D,6.000,11.000,21.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,7.5,5.5,5,5.5,4,$null$,8.5,8,7,7.5,9,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,9af73a06ba4edb4b0ca52d7aebcc7d4d,FB,1.000,D,VES,REG,PRO,01-02-2016,EFB106,FB,1.000,D,6.000,12.000,23.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,2.5,4,5.5,5,4,9,7.5,7,4.5,7.5,8,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,ef3962467888fd24fd1e0405aa3900ec,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,6.000,12.000,24.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,6,7,7,6.5,7,$null$,9,9.5,8,9.5,6,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,f9c2fe2797e4cb8fc2de062005e01c26,FB,1.000,D,VES,REG,RET,01-02-2016,EFB106,FB,1.000,D,7.000,13.000,25.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,0.5,2.5,1,5,$null$,0.5,9,6,7,5,7.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,2,0.145,11
2015.000,EEM,d5937523ea03b693a7189977824060cf,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,7.000,13.000,26.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,8,8,$null$,9.5,7,$null$,7,9.5,10,10,10,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,dbbbc7c94d5e435b8036d6e736712adf,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,7.000,14.000,27.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,5,8,8,5.5,6.5,$null$,8,6,10,9.5,9,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,26b7c71244feb18ddc5b4472d6c57f8f,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,7.000,13.000,25.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,5,5.5,4.5,10,7.5,$null$,8.5,8.5,7,9,9,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,7d9a015d7b582946243d468c29c2dd7f,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,7.000,13.000,26.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,7.5,2,7.5,8.5,5.5,$null$,7.5,9,6,9,9,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,c27aade3c8e16558e05506c041ad7a46,FB,1.000,D,VES,REG,RET,01-02-2016,EFB106,FB,1.000,D,8.000,15.000,30.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,0.5,0,0,$null$,$null$,$null$,6,3.5,5,3,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,1.5,0.156,3
2015.000,EEM,39423dabc9e4c036cbd2247f400c1e6e,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,8.000,16.000,32.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,2.5,4.5,8,6,3.5,$null$,7,5.5,5.5,6,9.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,08f28f6db4e5c51d52c5ea24d8f64c6e,FB,1.000,N,VES,REG,RET,01-02-2016,EFB106,FB,1.000,N,4.000,7.000,14.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,2.5,2,3,1.5,1.5,$null$,8,1,6.5,6,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,4,0.205,10
2015.000,EEM,f8f9ab7a3451bf77c1233e66d04af3cd,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,7.000,13.000,26.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,2,7,6,7,6,$null$,9,6,10,10,9.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,ec59c1b8ed01b3cc124ef98873e746e5,FB,1.000,D,VES,REG,RET,01-02-2016,EFB106,FB,1.000,D,7.000,14.000,27.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,1,3,0.5,2.5,1.5,3.5,8.5,5,9,10,6,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,3.5,0.146,6
2015.000,EEM,90ba2fc319925c19bfee9bb3e4e5e1b3,FB,1.000,D,VES,REG,TRG,28-04-2015,EFB106,FB,1.000,D,9.000,18.000,36.000,REG,MAT,TRC,28-04-2015,AN,C2,5.000,0.3,0.7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,9.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2015.000,EEM,9c2a53ae8d282225a862c87de514b806,FB,1.000,D,VES,REG,RET,01-02-2016,EFB106,FB,1.000,D,10.000,19.000,37.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,0.5,2,1.5,4,1,0.5,9.5,4.5,8.5,7.5,8.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,2,0.145,11
2015.000,EEM,ae2d386cb994a695d5f66379017cc401,FB,1.000,D,VES,REG,RET,01-02-2016,EFB106,FB,1.000,D,10.000,19.000,38.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,0.5,1,1,0,0,$null$,8.5,5,5,6,5.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,1.5,0.156,3
2015.000,EEM,8f47139d09e20076cf3b125c9018a0f9,FB,1.000,D,VES,REG,RET,01-02-2016,EFB106,FB,1.000,D,10.000,20.000,39.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,2.5,1,$null$,$null$,$null$,$null$,8,4.5,5.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,1.5,0.156,3
2015.000,EEM,593c988cfe809c36c66bcb975b6918d6,FB,1.000,D,VES,REG,RET,01-02-2016,EFB106,FB,1.000,D,11.000,21.000,41.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,0.5,0.5,0.5,1,1.5,$null$,6,6,7,5,6,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2015.000,EEM,5d83503044feec556bd0626629ff0c08,FB,1.000,D,VES,REG,RET,01-02-2016,EFB106,FB,1.000,D,11.000,21.000,42.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,0.5,0,0.5,0.5,1.5,1.5,8,1.5,2.5,4,5.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,1.5,0.156,3
2015.000,EEM,21eb484901cc01b555368af8235c126f,FB,1.000,N,VES,REG,RET,01-02-2016,EFB106,FB,1.000,N,4.000,8.000,15.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,2,0.5,3,3,5,5.5,8.5,3.5,8.5,10,9,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2015.000,EEM,0c9a40c071dac3929287c36fe25ff3a8,FB,1.000,D,VES,REG,TRG,13-05-2015,EFB106,FB,1.000,D,11.000,22.000,43.000,REG,MAT,TRC,13-05-2015,AN,C2,5.000,0.3,0.7,7,$null$,$null$,$null$,$null$,$null$,8,7.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2015.000,EEM,34bb8a05d6f711393b452298cf79ba1b,FB,1.000,D,VES,REG,RET,01-02-2016,EFB106,FB,1.000,D,11.000,22.000,44.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,1,1.5,0.5,1.5,1,1.5,8,7.5,7.5,5,6,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,2,0.145,11
2015.000,EEM,151c774f628a5351f66d7c0da73be1ce,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,12.000,23.000,45.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,3,5,5.5,7.5,5,$null$,9,6.5,10,10,8.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,48e8d87da3d5644dd30f045d9e18a435,FB,1.000,N,VES,REG,PRO,01-02-2016,EFB106,FB,1.000,N,4.000,8.000,16.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,1.5,1.5,4,5,2.5,9,8.5,6,9.5,9,6.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,5,0.183,12
2015.000,EEM,9f34ee5ca4d00a0ddb30bb980442956f,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,1.000,1.000,1.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,6,5.5,4,5,4,$null$,9,9.5,10,7.5,9.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,5aa3147925c42cc47a93dd094a332f6e,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,12.000,24.000,47.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,1.5,4.5,4,4.5,7,$null$,7,10,10,10,9,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,6.5,0.133,13
2015.000,EEM,58a4bdbbc98d855c3c9a2b3fff930bc4,FB,1.000,D,VES,REG,RET,01-02-2016,EFB106,FB,1.000,D,12.000,24.000,48.000,REG,MAT,RP1,01-02-2016,AN,C2,5.000,0.3,0.7,2.5,2.5,2,5,3,$null$,9,1,3.5,7.5,6,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,2,0.145,11
2015.000,EEM,04e2f22c8a9497c5d3cac3710381b3fd,FB,1.000,D,VES,REG,TRG,18-08-2015,EFB106,FB,1.000,D,13.000,25.000,49.000,REG,MAT,TRC,18-08-2015,AN,C2,5.000,0.3,0.7,0.5,1,1,$null$,$null$,$null$,8.5,1.5,1.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,1.5,0.156,3
2015.000,EEM,f02690889e80b6db023659c88802172c,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,13.000,26.000,51.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,4.5,5,7.5,6,5,$null$,8,7.5,9,7.5,10,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,919a8d169ed27205894f6603637ece67,FB,1.000,D,VES,REG,PRO,01-02-2016,EFB106,FB,1.000,D,14.000,27.000,53.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,$null$,8,4.5,7,6.5,$null$,6.5,1.5,7,6,10,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,bdd94c3068826ec4c40794a8e7971c46,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,14.000,28.000,55.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,4,3,6,6,7.5,$null$,7,8.5,6,7,9,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,a3d1cb85889030547d260587892cc78d,FB,1.000,D,VES,REG,PRO,01-02-2016,EFB106,FB,1.000,D,14.000,28.000,56.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,2,3,2.5,6.5,6.5,$null$,8.5,8,9.5,8,9.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
2015.000,EEM,2800b66591be3c7f3a9321705f20b2e9,FB,1.000,D,VES,REG,PRO,04-01-2016,EFB106,FB,1.000,D,1.000,1.000,1.000,REG,MAT,AP1,01-02-2016,AN,C2,5.000,0.3,0.7,5,6,3.5,6,4,$null$,7.5,4,8.5,7.5,10,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,6.5,0.133,13
