Exer,Esc,RA_HASH,Cur,Ser,Per,Fingr,StIni,StFin,DtSitCur,CdDis,CurDis,SerDis,PerDis,G,T,L,OriDisc,StIniDisc,StFinDisc,DtStDisc,SemDisc,CritDisc,QtTrabalhos,KT,KP,P1,P2,PS1,P3,P4,PS2,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,MT,MP,MF,Partição,$R-P3,$RC-P3,$RI-P3
2016.000,EEM,74b2f58d269e8a0d513e7ad8154b2bf3,EN,3.000,D,REN,REP,RET,30-12-2016,EFB106,FB,1.000,D,1.000,1.000,1.000,REG,MDT,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,$null$,$null$,0.5,$null$,$null$,$null$,2,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,4004cc390cc258c00b6136ebfe151c81,FB,1.000,N,REN,REP,RET,02-01-2017,EFB106,FB,1.000,N,1.000,1.000,2.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,6.5,3.5,$null$,$null$,$null$,$null$,6.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,4,0.205,10
2016.000,EEM,df62d1b0a6ff03e49e42fed6d3853c24,PM,2.000,N,REN,REP,RET,02-01-2017,EFB106,FB,1.000,N,1.000,1.000,1.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,8,2,1,2,1,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,4,0.205,10
2016.000,EEM,a6a4c874f439dfaec402a74c4fe32771,FB,1.000,N,REN,REP,TRG,05-08-2016,EFB106,FB,1.000,N,2.000,3.000,4.000,REG,DEP,TRC,05-08-2016,AN,C2,4.000,0.3,0.7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,0,0.217,4
2016.000,EEM,8c62f5fdf9d0f8d08ca69f283b235f34,PM,2.000,N,REN,REP,RET,02-01-2017,EFB106,FB,1.000,N,1.000,2.000,2.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,d7219d902e1be6a4f61b6af17050aaa5,FB,1.000,N,REN,REP,PRO,30-12-2016,EFB106,FB,1.000,N,2.000,4.000,6.000,REG,DEP,AP1,30-12-2016,AN,C2,4.000,0.3,0.7,9,5.5,4,5.5,7,6,10,10,9,9,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,4,0.125,9
2016.000,EEM,9193e0b71cd5194e79cf0383924d2809,CV,2.000,N,TFRI,REP,RET,02-01-2017,EFB106,FB,1.000,N,3.000,5.000,7.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,4.5,$null$,2,3,4.5,6.5,7.5,5,3,3.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,1ecff0fd2ac10e78442ab88a7d436937,FB,1.000,N,REN,REP,RET,02-01-2017,EFB106,FB,1.000,N,2.000,3.000,5.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,$null$,$null$,$null$,$null$,$null$,$null$,3,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,1c72fad8d5df98e9accea6c24d829ee7,QM,2.000,D,REN,REG,PRO,17-02-2017,EFB106,FB,1.000,D,1.000,2.000,3.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,3,2,2,4.5,4.5,4,$null$,8.5,8.5,6.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,4,0.125,9
2016.000,EEM,84c48b9568c9b9ed2fcc71eb316ec45b,FB,1.000,D,REN,REP,RET,02-01-2017,EFB106,FB,1.000,D,1.000,1.000,1.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,d7b16a69927cdef04442b52594ee2cd7,CV,2.000,N,REN,REP,RET,02-01-2017,EFB106,FB,1.000,N,1.000,2.000,3.000,REG,DEP,AP1,30-12-2016,AN,C2,4.000,0.3,0.7,8.5,7.5,$null$,5.5,4.5,$null$,7.5,6.5,5,7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,5.5,0.161,7
2016.000,EEM,deccd4e6c3ace68587e949f9cec5ff74,CV,2.000,D,REN,REP,RET,02-01-2017,EFB106,FB,1.000,D,2.000,3.000,4.000,REG,DEP,AP1,30-12-2016,AN,C2,4.000,0.3,0.7,5.5,2,1,1.5,3.5,5.5,9.5,8.5,10,7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,2,0.145,11
2016.000,EEM,c4908b4da69834bd3f4ea0f11fa0272d,FB,1.000,N,REN,REP,RET,02-01-2017,EFB106,FB,1.000,N,2.000,3.000,5.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,0,0.217,4
2016.000,EEM,1997f92ff1a6e6d643614abe65fbaa58,MC,2.000,D,REN,REP,RET,02-01-2017,EFB106,FB,1.000,D,1.000,1.000,1.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,2a6fc5d53b74e6d2b5a33c8aedd27f34,FB,1.000,N,QLF,REG,PRO,30-12-2016,EFB106,FB,1.000,N,2.000,4.000,6.000,REG,MAT,AP1,30-12-2016,AN,C2,4.000,0.3,0.7,9,7,$null$,2.5,$null$,8.5,9.5,9,8.5,5.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,4,0.125,9
2016.000,EEM,32864158d9274abb2179b5800065d906,FB,1.000,N,REN,REP,PRO,02-01-2017,EFB106,FB,1.000,N,3.000,5.000,7.000,REG,DEP,AP1,30-12-2016,AN,C2,4.000,0.3,0.7,10,4,2,5,3,$null$,9,6.5,10,9.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,4,0.125,9
2016.000,EEM,1ceb4d2c92191452115029d1444090cd,FB,1.000,N,TFRI,REP,RET,30-12-2016,EFB106,FB,1.000,N,1.000,1.000,2.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,6.5,2,1,3,3.5,5,7,5,8,4.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,4,0.205,10
2016.000,EEM,3573c88c14ea43a9fc5681c924f9caa2,FB,1.000,D,REN,REP,RET,02-01-2017,EFB106,FB,1.000,D,1.000,1.000,2.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,5.5,0.5,2,1,2,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,c7f93626445c03914d60552dc30653ce,FB,1.000,N,REN,REP,RET,02-01-2017,EFB106,FB,1.000,N,3.000,5.000,8.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,$null$,$null$,$null$,$null$,$null$,$null$,4.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,6627d50b6c9d6191754db145ad32b85c,MC,2.000,N,REN,REP,TRG,09-05-2016,EFB106,FB,1.000,N,2.000,3.000,4.000,REG,DEP,TRC,09-05-2016,AN,C2,4.000,0.3,0.7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,6f165a13f175dfe4f07eff60b1f56481,FB,1.000,D,REN,REP,TRG,05-08-2016,EFB106,FB,1.000,D,4.000,7.000,11.000,REG,MDT,TRC,05-08-2016,AN,C2,4.000,0.3,0.7,6,3,$null$,$null$,$null$,$null$,10,9.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,3.5,0.146,6
2016.000,EEM,02786941a79089076a51c421396a1d20,FB,1.000,D,REN,REP,PRO,17-02-2017,EFB106,FB,1.000,D,2.000,3.000,4.000,REG,DEP,RP1,17-02-2017,AN,C2,4.000,0.3,0.7,5,3.5,0.5,1.5,3,$null$,6,4,1,0,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,4,0.125,9
2016.000,EEM,95aaee262ac42147f27e392e20b2ce13,FB,1.000,D,RTRG,REP,RET,30-12-2016,EFB106,FB,1.000,D,2.000,3.000,5.000,REG,MDT,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,5,4,3.5,3.5,4,$null$,3,10,2.5,4.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,3.5,0.146,6
2016.000,EEM,b0c004cfe268dad193fa801781b01e16,FB,1.000,N,VES,REG,TRG,19-07-2016,EFB106,FB,1.000,N,3.000,6.000,9.000,REG,MAT,TRC,19-07-2016,AN,C2,4.000,0.3,0.7,2.5,$null$,$null$,$null$,$null$,$null$,3,0.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,6b48606a928fe49275b19116ff9b5cc3,MC,2.000,N,REN,REP,RET,02-01-2017,EFB106,FB,1.000,N,2.000,3.000,5.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,3,1,0.5,5.5,$null$,$null$,1.5,7,5.5,5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,1.5,0.156,3
2016.000,EEM,ffeb126024de5cf389ba378905bf257f,FB,1.000,N,REN,REP,RET,02-01-2017,EFB106,FB,1.000,N,1.000,2.000,3.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,5,4,2,2,3,3.5,8,7,2,4.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,3.5,0.146,6
2016.000,EEM,b4d48e74c1a3c3117ea4de6b036cd407,FB,1.000,N,REN,REP,RET,02-01-2017,EFB106,FB,1.000,N,1.000,1.000,2.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,0,0.217,4
2016.000,EEM,39d78deb91256def55a46f7a671b96ad,CV,2.000,N,REN,REP,RET,02-01-2017,EFB106,FB,1.000,N,2.000,3.000,4.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,8,$null$,0.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,0,0.217,4
2016.000,EEM,59cd833e0b81a5763e7bf5ac0bbf8ee8,FB,1.000,D,REN,REP,RET,02-01-2017,EFB106,FB,1.000,D,3.000,5.000,7.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,7.5,1,0,1,4.5,2,7,6.5,6,6,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,1.5,0.156,3
2016.000,EEM,f8696abd8f73f1f45d40602a397efa15,FB,1.000,D,REN,REP,PRO,02-01-2017,EFB106,FB,1.000,D,3.000,5.000,8.000,REG,DEP,AP1,30-12-2016,AN,C2,4.000,0.3,0.7,3,4.5,2,3,7,$null$,9.5,9,9,10,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,4,0.125,9
2016.000,EEM,cea14c63c130cbfac3e247608b307beb,PM,2.000,D,TFRI,REG,RET,02-01-2017,EFB106,FB,1.000,D,8.000,15.000,22.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,b4dd3179078134d63d688b982ff5a089,PM,3.000,D,REN,REG,PRO,30-12-2016,EFB106,FB,1.000,D,3.000,5.000,7.000,REG,DEP,AP1,30-12-2016,AN,C2,4.000,0.3,0.7,5,5,5.5,1.5,$null$,6.5,4.5,4,9,3.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,4,0.125,9
2016.000,EEM,3fcb88155c96098a93854c8e5fa45336,FB,1.000,D,REN,REP,RET,02-01-2017,EFB106,FB,1.000,D,3.000,6.000,9.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,6,2.5,1,1,3,$null$,5.5,6.5,5,5.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,2,0.145,11
2016.000,EEM,6faa3f30d8732e50fc387d3a78f8312d,QM,2.000,D,REN,REP,RET,02-01-2017,EFB106,FB,1.000,D,3.000,5.000,8.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,6.5,0.5,1.5,4,3.5,2.5,6,8.5,5,10,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,58e3fe5359b52aa226c5918a67917cee,PM,2.000,D,REN,REG,PRO,02-01-2017,EFB106,FB,1.000,D,3.000,6.000,9.000,REG,DEP,AP1,30-12-2016,AN,C2,4.000,0.3,0.7,6,$null$,5,4,4.5,6,8.5,5.5,5,5.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,4,0.125,9
2016.000,EEM,dd722bdb112d1dda069941266763998a,FB,1.000,D,REN,REP,TRG,30-06-2016,EFB106,FB,1.000,D,4.000,7.000,10.000,REG,DEP,TRC,30-06-2016,AN,C2,4.000,0.3,0.7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,0,0.217,4
2016.000,EEM,79a88593e1a3a158c3d99f61c9398553,QM,2.000,D,REN,REG,PRO,02-01-2017,EFB106,FB,1.000,D,1.000,1.000,1.000,REG,DEP,AP1,30-12-2016,AN,C2,4.000,0.3,0.7,7,3,5,3.5,4.5,$null$,9.5,7.5,9,8.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,4,0.125,9
2016.000,EEM,b651e6056c659305b7aadf261ad6dcfe,FB,1.000,N,TFRI,REP,PRO,02-01-2017,EFB106,FB,1.000,N,3.000,6.000,8.000,REG,DEP,AP1,30-12-2016,AN,C2,4.000,0.3,0.7,9.5,6,$null$,4.5,2.5,$null$,10,10,9,7.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,4,0.125,9
2016.000,EEM,8db609d551ac43b2180e6ff35f4fda6a,FB,1.000,N,REN,REP,RET,02-01-2017,EFB106,FB,1.000,N,2.000,3.000,5.000,REG,DEP,RP1,26-01-2017,AN,C2,4.000,0.3,0.7,8.5,4.5,$null$,1,4.5,4.5,7,3,5.5,2,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,5.5,0.161,7
2016.000,EEM,f97f7f008906907c9b684faef9bb0387,FB,1.000,D,REN,REP,RET,02-01-2017,EFB106,FB,1.000,D,5.000,9.000,14.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,$null$,$null$,$null$,$null$,$null$,$null$,5.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,6ab1a38c262f7e7233016f4584a6a9d7,FB,1.000,D,REN,REP,TRG,06-04-2016,EFB106,FB,1.000,D,5.000,10.000,15.000,REG,DEP,TRC,06-04-2016,AN,C2,4.000,0.3,0.7,$null$,$null$,$null$,$null$,$null$,$null$,1.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,d33506811e4fa016c7c86b324430d426,QM,2.000,D,REN,REP,RET,02-01-2017,EFB106,FB,1.000,D,4.000,8.000,11.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,5.5,2.5,5,4.5,3.5,1.5,9,5,5.5,5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,2,0.145,11
2016.000,EEM,5a59dc3315c15cdee69360796a766c3a,FB,1.000,N,RTRG,REP,TRG,24-08-2016,EFB106,FB,1.000,N,2.000,4.000,6.000,REG,MDT,TRC,24-08-2016,AN,C2,4.000,0.3,0.7,5.5,$null$,$null$,$null$,$null$,$null$,7.5,6,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,0,0.217,4
2016.000,EEM,68689dbea08949840b84995e27e368a8,FB,1.000,D,TFRI,REP,PRO,02-01-2017,EFB106,FB,1.000,D,6.000,11.000,17.000,REG,DEP,AP1,30-12-2016,AN,C2,4.000,0.3,0.7,8,5.5,2,4,4,$null$,8,8,10,9.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,4,0.125,9
2016.000,EEM,d60f9680661d92174d80b8c6650a7ff5,CM,2.000,D,REN,REP,RET,02-01-2017,EFB106,FB,1.000,D,4.000,7.000,11.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,$null$,2.5,3,2,$null$,$null$,4,5,2,3.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,2,0.145,11
2016.000,EEM,aa63627544153a91c92668ae79b6d655,FB,1.000,D,VES,REG,TRG,24-05-2016,EFB106,FB,1.000,D,6.000,12.000,18.000,REG,MAT,TRC,24-05-2016,AN,C2,4.000,0.3,0.7,3,$null$,$null$,$null$,$null$,$null$,1.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,0,0.217,4
2016.000,EEM,cc698bf54abdfa48a28b920ccfeed243,PM,2.000,D,REN,REP,PRO,02-01-2017,EFB106,FB,1.000,D,4.000,8.000,12.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,6.5,3,1.5,1.5,4,3,7.5,4,9,7.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,4,0.125,9
2016.000,EEM,9f5779c9a464d1d9f3fc250743f9a18a,PM,2.000,D,REN,REG,RET,02-01-2017,EFB106,FB,1.000,D,1.000,1.000,1.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,7,3.5,1,4.5,1,1.5,6,7.5,7.5,3.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,2,0.145,11
2016.000,EEM,0a4e681c7367572acb1a0837b35860f9,FB,1.000,D,REN,REP,RET,02-01-2017,EFB106,FB,1.000,D,7.000,13.000,19.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,5,0,0.5,3,2,0.5,3,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,1.5,0.156,3
2016.000,EEM,8ba1ba138b9001db9b95093bd5cea536,FB,1.000,D,REN,REP,RET,02-01-2017,EFB106,FB,1.000,D,7.000,13.000,20.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,3.5,1,0.5,1.5,3.5,2.5,7,4.5,3.5,1.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,1.5,0.156,3
2016.000,EEM,764c35df29ac39c57db150f492778ee4,FB,1.000,D,VES,REG,RET,02-01-2017,EFB106,FB,1.000,D,7.000,14.000,21.000,REG,MAT,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,1,0,$null$,$null$,$null$,$null$,3,1,3,4,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,1.5,0.156,3
2016.000,EEM,32b45b070749327b2f47919463e4739f,FB,1.000,N,REN,REP,PRO,02-01-2017,EFB106,FB,1.000,N,3.000,5.000,8.000,REG,DEP,AP1,30-12-2016,AN,C2,4.000,0.3,0.7,8,2.5,3,2.5,7,4.5,9.5,8,4,7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,4,0.125,9
2016.000,EEM,4864c03ec9bdcc3f97577be867eab461,PM,2.000,N,RINT,REP,INT,18-09-2016,EFB106,FB,1.000,N,2.000,4.000,6.000,REG,DEP,$null$,$null$,AN,C2,4.000,0.3,0.7,9.5,6.5,$null$,$null$,$null$,$null$,3.5,6,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,4,0.093,0
2016.000,EEM,d1992806cdeaab04df191789e1746ed5,CV,2.000,N,REN,REG,TRG,20-05-2016,EFB106,FB,1.000,N,3.000,5.000,7.000,REG,DEP,TRC,20-05-2016,AN,C2,4.000,0.3,0.7,$null$,$null$,$null$,$null$,$null$,$null$,5.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,c52bcdc09b2bafd1608d573a0f4228b1,MC,2.000,D,REN,REG,RET,02-01-2017,EFB106,FB,1.000,D,5.000,9.000,13.000,REG,DEP,AP1,14-02-2017,AN,C2,4.000,0.3,0.7,8.5,0.5,2,2.5,3,5.5,4.5,2,6,4.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,55e92070005218bcef31e5360f3b966e,FB,1.000,D,REN,REP,RET,02-01-2017,EFB106,FB,1.000,D,8.000,15.000,23.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,7,4.5,2,2.5,5,2.5,5,6,6.5,7.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,5.5,0.161,7
2016.000,EEM,5753072766ab489425ba9f2448016fc7,FB,1.000,D,REN,REP,PRO,02-01-2017,EFB106,FB,1.000,D,2.000,4.000,6.000,REG,DEP,AP1,30-12-2016,AN,C2,4.000,0.3,0.7,7,6,3.5,3.5,2.5,5.5,8,6,4,7,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,4,0.125,9
2016.000,EEM,bd5cf409ffbddf9c7c89afadc4ce38e9,FB,1.000,D,REN,REP,RET,02-01-2017,EFB106,FB,1.000,D,9.000,17.000,25.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,6,3,1.5,2,$null$,$null$,9,9,9,4,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,3.5,0.146,6
2016.000,EEM,68c67fd317fcea59d9a6629bef762c61,FB,1.000,N,RTRG,REP,RET,02-01-2017,EFB106,FB,1.000,N,2.000,3.000,5.000,REG,MDT,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,3.5,0.5,1.5,2.5,2,1,4.5,6.5,8,4,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,1_Treinamento,0,0.217,4
2016.000,EEM,88a1adab02ad2efb2de381ef550c95ad,FB,1.000,D,REN,REP,RET,30-12-2016,EFB106,FB,1.000,D,9.000,17.000,26.000,REG,DEP,RP1,30-12-2016,AN,C2,4.000,0.3,0.7,4,1,1.5,2.5,1.5,1.5,6,6.5,6.5,7.5,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,2_Testando,1.5,0.156,3
